Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1763958990,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1763958991,10,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1763958992,20,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1763958993,40,,Aggregated,0.000000,0.000000,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,3,0,2900.0,1936.7438666666505,2.3291999999628388,2905.186599999979,627.6666666666666
1763958994,50,,Aggregated,0.000000,0.000000,2900,2900,3000,3000,3800,3800,3800,3800,3800,3800,3800,6,0,2900.0,2577.7056000000202,2.3291999999628388,3757.3189000000866,742.6666666666666
1763958995,50,,Aggregated,0.000000,0.000000,2900,3800,3800,3800,3900,4700,4700,4700,4700,4700,4700,11,0,2900.0,2989.611381818184,2.3291999999628388,4695.989099999906,729.3636363636364
1763958996,50,,Aggregated,0.750000,0.000000,3000,3800,3900,4700,4800,5500,5500,5500,5500,5500,5500,18,0,2900.0,3030.659361111102,2.3291999999628388,5519.051199999922,666.2222222222222
1763958997,50,,Aggregated,1.200000,0.000000,3600,3900,4700,4800,5500,5600,6400,6400,6400,6400,6400,23,0,3600.0,3371.419273913034,2.3291999999628388,6397.82839999998,678.4782608695652
1763958998,50,,Aggregated,1.833333,0.000000,3800,4400,4800,5500,6400,6600,7300,7300,7300,7300,7300,30,0,3600.0,3594.879259999993,2.3291999999628388,7290.710200000035,643.6333333333333
1763958999,50,,Aggregated,2.571429,0.000000,3800,4800,5600,5600,7300,8200,9100,9100,9100,9100,9100,36,0,3800.0,4070.0758527777684,2.3291999999628388,9058.880199999976,657.6388888888889
1763959000,50,,Aggregated,3.000000,0.000000,3800,4800,5600,6300,7300,8500,9100,9900,9900,9900,9900,56,0,3800.0,4034.507107142856,2.3291999999628388,9904.643599999985,533.375
1763959001,50,,Aggregated,3.444444,0.000000,3800,5300,6300,6400,7500,8500,9100,9900,9900,9900,9900,61,0,3800.0,4208.6447229508185,2.3291999999628388,9904.643599999985,547.344262295082
1763959002,50,,Aggregated,3.700000,0.000000,3500,4800,6300,6600,8200,9000,9800,9900,9900,9900,9900,80,0,3000.0,4040.3823087499986,2.3291999999628388,9904.643599999985,477.175
1763959003,50,,Aggregated,5.800000,0.000000,3600,5200,6400,7200,8200,9100,9900,11000,11000,11000,11000,95,0,3600.0,4234.754633684208,2.3291999999628388,10730.961099999946,457.94736842105266
1763959004,50,,Aggregated,6.300000,0.000000,3700,5500,6400,7200,9000,9900,11000,11000,11000,11000,11000,97,0,3700.0,4361.295797938142,2.3291999999628388,10745.824500000026,466.11340206185565
1763959005,50,,Aggregated,8.200000,0.000000,2900,5200,6300,7200,8500,9900,11000,11000,12000,12000,12000,123,0,2900.0,4180.152744715447,2.3291999999628388,11644.2088,407.0243902439024
1763959006,50,,Aggregated,9.200000,0.000000,2900,5200,6300,7200,9000,9900,11000,12000,12000,12000,12000,125,0,2900.0,4224.242047999999,2.3291999999628388,11697.736400000053,408.504
1763959007,50,,Aggregated,9.100000,0.000000,2600,4600,6200,7000,8500,9900,12000,12000,13000,13000,13000,143,0,2600.0,4035.919195104897,2.3291999999628388,12544.383199999971,456.8111888111888
1763959008,50,,Aggregated,11.200000,0.000000,2200,4400,5600,6600,8500,10000,12000,13000,13000,13000,13000,154,0,2200.0,3933.9710629870165,2.3291999999628388,13446.896000000037,435.5064935064935
1763959009,50,,Aggregated,10.700000,0.000000,2200,4400,5600,6600,8500,10000,12000,13000,14000,14000,14000,169,0,2200.0,3914.277243786986,2.3291999999628388,14259.928599999967,414.96449704142015
1763959010,50,,Aggregated,11.900000,0.000000,2200,3900,5500,6400,8200,10000,12000,13000,14000,14000,14000,177,0,2200.0,3799.0321265536763,2.3291999999628388,14259.928599999967,401.17514124293785
1763959011,50,,Aggregated,12.500000,0.000000,2200,3700,5200,6300,8200,9900,12000,13000,14000,14000,14000,191,0,2200.0,3679.208858115187,2.3291999999628388,14259.928599999967,438.4712041884817
1763959012,50,,Aggregated,13.300000,0.000000,2200,3500,5200,6200,8200,9900,12000,13000,14000,14000,14000,200,0,2200.0,3599.4101350000046,2.3291999999628388,14259.928599999967,423.55
1763959013,50,,Aggregated,11.900000,0.000000,2200,2900,4700,5600,8000,9900,12000,13000,14000,14000,14000,211,0,2200.0,3493.3947639810467,2.3291999999628388,14259.928599999967,405.8862559241706
